,time,id,class,region1x,region1y,region2x,region2y
179,61,7,car,1107,565,1284,694
180,62,1,bus,583,506,799,705
181,62,6,bus,584,499,797,712
182,62,7,car,1105,565,1278,692
183,63,1,bus,584,506,800,704
184,63,6,bus,589,499,801,712
185,63,7,car,1110,564,1268,679
186,64,6,bus,593,502,797,706
187,64,7,car,1110,565,1260,673
188,65,6,bus,598,504,799,703
189,65,7,car,1102,564,1253,673
190,66,6,bus,600,504,800,703
191,66,7,car,1098,563,1249,672
192,67,1,bus,592,499,817,708
193,67,6,bus,602,503,803,702
194,67,7,car,1094,562,1240,667
195,68,1,bus,593,498,820,708
196,68,6,bus,606,504,804,701
197,69,1,bus,598,500,819,706
198,69,6,bus,608,505,805,699
199,70,1,bus,600,499,821,706
200,70,6,bus,610,505,806,697
201,71,6,bus,615,505,811,697
202,72,6,bus,616,506,812,698
203,73,6,bus,617,506,812,697
204,74,6,bus,619,505,814,696
205,75,6,bus,620,505,813,695
206,76,6,bus,620,506,813,696
207,77,1,bus,617,504,819,696
208,77,6,bus,621,505,814,695
209,78,1,bus,619,506,817,695
210,78,6,bus,622,506,814,695
211,79,1,bus,621,506,818,695
212,79,6,bus,623,507,813,695
213,80,6,bus,623,506,813,693
214,81,1,bus,623,504,818,692
215,81,6,bus,626,505,814,692
216,82,1,bus,626,504,819,691
217,82,6,bus,627,505,814,691
218,83,1,bus,629,505,817,690
219,84,1,bus,630,505,816,689
220,84,6,bus,630,505,814,689
221,85,1,bus,633,506,816,687
222,85,6,bus,632,506,815,688
223,86,1,bus,634,506,815,686
224,86,6,bus,633,506,814,687
225,87,1,bus,636,507,815,684
226,87,6,bus,635,507,814,686
227,88,1,bus,637,506,818,686
228,88,6,bus,637,506,816,686
229,89,1,bus,639,506,818,685
230,89,6,bus,640,506,817,685
231,90,1,bus,641,506,818,684
232,90,6,bus,642,506,817,684
233,91,1,bus,644,506,818,683
234,91,6,bus,644,506,818,683
235,92,1,bus,646,507,818,681
236,92,6,bus,646,507,818,683
237,93,1,bus,648,507,819,680
238,94,1,bus,654,505,823,678
239,95,1,bus,657,506,825,677
240,96,1,bus,659,506,826,677
241,97,1,bus,662,508,826,676
242,98,1,bus,663,508,826,675
243,99,1,bus,666,508,828,674
244,100,1,bus,667,508,829,674
