,time,id,class,region1x,region1y,region2x,region2y
0,3,2,car,892,578,1023,682
1,3,3,truck,344,474,721,800
2,4,2,car,894,579,1020,679
3,4,3,truck,351,474,724,797
4,5,2,car,896,578,1016,673
5,5,3,truck,353,472,728,797
6,6,2,car,902,587,1007,669
7,6,3,truck,362,474,730,793
8,7,2,car,904,588,1003,666
9,7,3,truck,366,475,728,789
10,8,2,car,909,577,1011,657
11,8,3,truck,373,477,734,791
12,8,6,car,1671,611,1821,827
13,9,2,car,908,576,1007,653
14,9,3,truck,382,478,737,787
15,9,6,car,1606,605,1742,791
16,10,2,car,904,570,1009,652
17,10,3,truck,388,479,741,787
18,10,6,car,1532,595,1663,764
19,11,2,car,909,569,1011,648
20,11,3,truck,394,480,744,785
21,11,6,car,1478,593,1601,744
22,11,8,bus,398,481,739,785
23,12,2,car,908,569,1007,644
24,12,3,truck,402,481,746,782
25,12,6,car,1431,588,1549,726
26,12,8,bus,406,483,739,779
27,13,2,car,913,570,1006,641
28,13,3,truck,408,482,749,780
29,13,6,car,1395,587,1506,711
30,13,8,bus,409,482,739,776
31,14,2,car,913,567,1009,640
32,14,3,truck,411,480,746,774
33,14,6,car,1360,583,1467,697
34,14,8,bus,413,481,741,774
35,15,2,car,914,569,1003,636
36,15,3,truck,416,481,748,771
37,15,6,car,1330,577,1437,687
38,15,8,bus,419,482,741,770
39,16,2,car,913,566,1001,633
40,16,6,car,1302,573,1408,677
41,16,8,bus,424,482,743,767
42,17,2,car,914,566,999,630
43,17,6,car,1282,571,1382,667
44,17,8,bus,427,483,743,765
45,18,2,car,915,567,996,627
46,18,3,truck,430,483,755,769
47,18,6,car,1262,568,1362,661
48,18,8,bus,434,484,749,765
49,19,2,car,916,567,996,627
50,19,3,truck,434,484,757,769
51,19,6,car,1245,569,1341,656
52,19,8,bus,439,486,751,763
53,20,2,car,917,567,994,625
54,20,3,truck,437,484,758,770
55,20,6,car,1228,569,1320,650
56,20,8,bus,444,487,753,761
57,21,2,car,918,567,993,622
58,21,3,truck,443,487,753,760
59,21,6,car,1216,569,1303,644
60,22,2,car,920,566,992,620
61,22,3,truck,447,488,753,756
62,22,6,car,1204,569,1288,640
63,23,2,car,920,566,991,618
64,23,3,truck,450,489,754,754
65,23,6,car,1192,568,1274,636
66,24,2,car,921,565,992,617
67,24,3,truck,456,487,759,754
68,24,6,car,1180,565,1261,631
69,24,9,car,1661,688,1890,1080
70,25,2,car,922,565,990,615
71,25,3,truck,459,486,762,754
72,25,6,car,1172,563,1250,626
73,25,9,car,1622,663,1869,1080
74,26,2,car,922,565,991,614
75,26,3,truck,464,487,763,752
76,26,6,car,1165,562,1240,621
77,26,9,car,1586,637,1856,1080
78,27,2,car,924,564,990,612
79,27,3,truck,465,485,765,753
80,27,6,car,1159,563,1233,621
81,27,9,car,1559,625,1844,1080
82,28,2,car,924,563,990,610
83,28,3,truck,473,487,765,750
84,28,6,car,1152,561,1225,619
85,28,8,bus,469,483,772,756
86,28,9,car,1536,622,1834,1080
87,29,2,car,924,563,988,608
88,29,3,truck,481,490,767,746
89,29,6,car,1147,561,1216,616
90,29,8,bus,477,485,773,755
91,29,9,car,1510,616,1825,1079
92,30,2,car,924,563,988,607
93,30,3,truck,486,490,768,744
94,30,6,car,1140,560,1207,612
95,30,8,bus,483,485,774,753
96,30,9,car,1487,612,1818,1075
97,31,2,car,924,561,988,606
98,31,6,car,1137,560,1201,610
99,31,8,bus,490,485,774,750
100,31,9,car,1467,605,1804,1049
101,32,2,car,924,560,989,606
102,32,6,car,1131,560,1192,607
103,32,8,bus,498,489,769,742
104,32,9,car,1458,603,1801,1029
105,33,2,car,924,560,990,606
106,33,3,truck,496,488,782,748
107,33,6,car,1126,560,1187,606
108,33,8,bus,501,488,776,747
109,33,9,car,1454,605,1791,992
110,34,2,car,928,561,992,605
111,34,3,truck,500,488,785,747
112,34,6,car,1119,559,1175,603
113,34,8,bus,504,488,779,748
114,34,9,car,1427,601,1762,961
115,35,2,car,931,562,992,604
116,35,8,bus,510,488,782,747
117,35,9,car,1395,596,1729,935
118,36,2,car,929,557,996,603
119,36,3,truck,514,494,780,736
120,36,8,bus,515,487,784,745
121,36,9,car,1360,589,1698,918
122,37,2,car,930,556,995,602
123,37,3,truck,519,494,782,734
124,37,8,bus,519,487,785,743
125,37,9,car,1330,580,1669,899
126,38,2,car,934,557,993,599
127,38,3,truck,519,489,788,737
128,38,8,bus,524,488,784,740
129,38,9,car,1310,584,1630,873
130,39,2,car,933,557,992,599
131,39,3,truck,523,489,791,736
132,39,8,bus,526,486,785,738
133,39,9,car,1289,584,1599,854
134,40,2,car,935,559,989,597
135,40,3,truck,528,493,785,732
136,40,8,bus,528,486,785,739
137,40,9,car,1272,586,1570,839
138,41,2,car,934,559,988,596
139,41,3,truck,532,494,785,728
140,41,8,bus,533,487,786,736
141,41,9,car,1259,586,1542,822
142,42,2,car,934,558,988,595
143,42,3,truck,529,488,791,735
144,42,8,bus,533,486,787,738
145,42,9,car,1245,586,1518,808
146,43,2,car,933,557,988,594
147,43,3,truck,533,491,787,731
148,43,8,bus,536,487,787,737
149,43,9,car,1232,585,1497,795
150,44,2,car,934,557,988,593
151,44,3,truck,536,491,789,730
152,44,8,bus,538,489,786,736
153,44,9,car,1219,583,1478,785
154,45,2,car,932,557,985,593
155,45,8,bus,541,489,785,736
156,45,9,car,1206,580,1460,775
157,46,2,car,933,559,983,592
158,46,8,bus,544,492,784,735
159,46,9,car,1196,580,1440,763
160,47,2,car,933,559,983,592
161,47,8,bus,547,492,786,735
162,47,9,car,1183,580,1428,761
163,48,2,car,932,559,981,591
164,48,8,bus,549,491,787,733
165,48,9,car,1173,579,1416,756
166,49,2,car,931,559,980,591
167,49,8,bus,553,492,785,729
168,49,9,car,1164,577,1408,753
169,50,2,car,930,557,981,591
170,50,8,bus,555,493,784,727
171,50,9,car,1156,575,1389,743
172,51,2,car,930,557,980,590
173,51,8,bus,560,495,785,724
174,51,9,car,1150,574,1377,737
175,52,2,car,931,556,980,590
176,52,8,bus,562,495,784,720
177,52,9,car,1149,574,1365,729
178,53,2,car,930,556,979,589
179,53,8,bus,560,494,785,721
180,53,9,car,1137,572,1359,732
181,54,2,car,930,556,978,589
182,54,8,bus,563,495,786,720
183,54,9,car,1132,572,1345,726
184,55,8,bus,563,494,787,721
185,55,9,car,1128,570,1332,718
186,56,2,car,929,555,976,587
187,56,8,bus,571,500,786,716
188,56,9,car,1123,568,1324,713
189,57,2,car,930,554,977,587
190,57,8,bus,571,497,791,718
191,57,9,car,1119,566,1314,708
192,58,2,car,930,553,976,586
193,58,8,bus,572,496,792,717
194,58,9,car,1117,567,1306,704
195,59,3,truck,587,511,793,701
196,59,8,bus,576,496,795,716
197,59,9,car,1114,567,1297,700
198,60,2,car,932,554,978,586
199,60,3,truck,586,515,793,701
200,60,8,bus,577,497,794,715
201,60,9,car,1111,566,1291,696
202,61,2,car,933,554,977,586
203,61,3,truck,587,515,793,699
204,61,8,bus,581,498,796,713
205,61,9,car,1107,565,1284,694
206,62,3,truck,584,508,799,703
207,62,8,bus,585,499,798,712
208,62,9,car,1105,565,1278,692
209,63,3,truck,586,507,800,702
210,63,8,bus,589,499,802,713
211,63,9,car,1106,565,1271,686
212,64,2,car,936,553,978,583
213,64,3,truck,586,504,804,702
214,64,8,bus,593,501,798,706
215,64,9,car,1108,565,1261,677
216,65,2,car,936,553,977,582
217,65,3,truck,588,503,805,702
218,65,8,bus,598,504,799,703
219,65,9,car,1107,564,1257,673
220,66,8,bus,600,504,800,703
221,66,9,car,1101,563,1250,672
222,67,3,truck,594,502,811,702
223,67,8,bus,601,501,808,706
224,67,9,car,1097,562,1241,667
225,68,3,truck,598,504,811,701
226,68,8,bus,605,503,806,702
227,69,3,truck,601,504,811,699
228,69,8,bus,607,504,806,700
229,70,3,truck,604,504,813,698
230,70,8,bus,610,505,807,698
231,71,8,bus,614,505,811,697
232,72,8,bus,616,506,812,698
233,73,8,bus,617,506,812,697
234,74,8,bus,619,506,814,696
235,75,8,bus,620,506,813,695
236,76,3,truck,608,500,826,706
237,76,8,bus,620,506,813,696
238,77,3,truck,615,503,821,700
239,77,8,bus,621,505,815,696
240,78,3,truck,618,505,818,697
241,78,8,bus,622,506,814,695
242,79,3,truck,620,505,819,696
243,79,8,bus,622,506,814,695
244,80,3,truck,621,505,816,694
245,80,8,bus,623,505,813,694
246,81,3,truck,624,504,817,692
247,81,8,bus,625,504,815,692
248,82,3,truck,625,504,817,691
249,82,8,bus,628,504,816,691
250,83,8,bus,631,506,815,690
251,84,3,truck,629,505,816,689
