,time,id,class,region1x,region1y,region2x,region2y
143,69,8,truck,608,504,808,701
144,70,1,bus,605,504,812,698
145,71,1,bus,610,504,815,697
146,72,1,bus,612,505,816,698
147,73,1,bus,613,505,816,697
148,74,1,bus,615,505,816,697
149,75,1,bus,616,505,815,696
150,76,1,bus,617,506,815,696
151,77,1,bus,618,505,816,695
152,77,8,truck,621,505,814,695
153,78,1,bus,620,506,815,695
154,78,8,truck,622,506,813,695
155,79,1,bus,621,506,816,695
156,79,8,truck,623,506,812,694
157,80,8,truck,624,505,812,693
158,81,1,bus,624,505,816,692
159,81,8,truck,626,505,813,692
160,82,1,bus,626,505,817,691
161,82,8,truck,628,504,815,691
162,83,1,bus,629,505,818,690
163,83,8,truck,632,506,815,690
164,84,1,bus,630,505,817,689
165,84,8,truck,632,506,814,689
166,85,1,bus,633,506,816,687
167,85,8,truck,634,507,814,688
168,86,1,bus,633,506,815,686
169,86,8,truck,634,507,813,687
170,87,1,bus,634,507,815,686
171,87,8,truck,635,507,813,686
172,88,1,bus,635,507,815,685
173,88,8,truck,638,506,815,686
174,89,1,bus,638,506,817,685
175,89,8,truck,640,506,816,685
176,90,1,bus,640,506,817,683
177,90,8,truck,642,506,817,684
178,91,1,bus,643,506,818,682
179,92,1,bus,645,506,819,681
180,93,1,bus,647,506,820,681
181,94,1,bus,647,503,822,680
182,95,1,bus,654,505,824,678
183,96,1,bus,658,507,826,677
184,96,8,truck,658,507,825,678
185,97,1,bus,659,507,827,677
186,97,8,truck,660,508,826,677
187,98,1,bus,663,508,827,676
188,99,1,bus,664,508,827,675
189,100,1,bus,667,508,829,674
