,time,id,class,region1x,region1y,region2x,region2y
96,37,5,truck,517,487,785,743
97,37,7,car,1330,581,1667,898
98,38,1,bus,521,488,786,737
99,38,2,car,934,557,993,599
100,38,5,truck,522,487,785,740
101,38,7,car,1310,583,1629,873
102,39,1,bus,525,488,789,735
103,39,2,car,933,557,993,599
104,39,5,truck,525,486,786,738
105,39,7,car,1289,583,1598,854
106,40,1,bus,529,493,783,732
107,40,2,car,935,559,990,597
108,40,5,truck,527,486,786,739
109,40,7,car,1272,586,1569,839
110,41,1,bus,533,494,783,728
111,41,2,car,934,558,989,596
112,41,5,truck,533,488,785,735
113,41,7,car,1259,586,1542,822
114,42,1,bus,529,488,790,736
115,42,2,car,934,558,988,595
116,42,5,truck,532,486,788,739
117,42,7,car,1246,587,1517,807
118,43,1,bus,534,491,786,732
119,43,2,car,933,556,989,594
120,43,5,truck,535,487,787,738
121,43,7,car,1233,586,1497,796
122,44,1,bus,537,491,787,730
123,44,2,car,933,556,988,593
124,44,5,truck,538,489,787,737
125,44,7,car,1219,583,1478,785
126,45,2,car,932,557,985,593
127,45,5,truck,540,489,786,736
128,45,7,car,1206,580,1459,774
129,46,2,car,932,559,984,593
130,46,5,truck,544,492,785,736
131,46,7,car,1196,581,1440,765
132,47,2,car,933,559,983,592
133,47,5,truck,546,492,787,736
134,47,7,car,1182,580,1428,762
135,48,2,car,932,559,981,591
136,48,5,truck,549,491,787,734
137,48,7,car,1172,578,1417,757
138,49,2,car,931,559,980,591
139,49,5,truck,552,492,785,729
140,49,7,car,1164,577,1408,753
141,50,2,car,930,557,981,591
142,50,5,truck,555,493,784,726
143,50,7,car,1156,575,1390,744
144,51,2,car,930,557,980,590
145,51,5,truck,558,495,784,725
146,51,7,car,1150,574,1377,737
147,52,2,car,930,556,980,590
148,52,5,truck,560,494,784,720
149,52,7,car,1151,575,1363,727
150,53,2,car,931,556,979,589
151,53,5,truck,560,494,784,720
152,53,7,car,1137,571,1359,732
153,54,2,car,930,556,978,589
154,54,5,truck,563,494,786,720
155,54,7,car,1132,572,1345,726
156,55,2,car,930,555,977,588
157,55,5,truck,563,494,788,720
158,55,7,car,1128,570,1332,718
159,56,2,car,929,555,975,587
160,56,5,truck,571,500,787,716
161,56,7,car,1123,568,1323,713
162,57,2,car,931,555,976,587
163,57,5,truck,571,497,791,718
164,57,7,car,1119,566,1314,709
165,58,2,car,931,554,976,586
166,58,5,truck,571,496,792,717
167,58,7,car,1117,567,1306,704
168,59,1,bus,587,510,793,702
169,59,2,car,933,555,978,586
170,59,5,truck,575,496,795,715
171,59,7,car,1114,567,1297,700
172,60,1,bus,587,514,792,701
173,60,2,car,933,554,978,586
174,60,5,truck,577,497,794,714
175,60,7,car,1112,566,1291,696
176,61,1,bus,591,515,792,699
177,61,2,car,933,554,978,586
178,61,5,truck,580,498,796,714
179,61,7,car,1107,565,1284,694
180,62,1,bus,585,506,800,705
181,62,5,truck,584,499,798,713
182,62,7,car,1104,565,1278,692
183,63,1,bus,587,506,801,704
184,63,5,truck,588,499,802,713
185,63,7,car,1105,565,1271,686
186,64,5,truck,594,502,798,706
187,64,7,car,1108,565,1261,676
188,65,1,bus,592,505,805,703
189,65,5,truck,598,504,799,703
190,65,7,car,1102,564,1253,673
191,66,1,bus,594,504,807,703
192,66,5,truck,602,505,799,701
193,66,7,car,1099,563,1249,672
194,67,1,bus,596,503,809,702
195,67,7,car,1095,562,1240,667
196,68,1,bus,601,504,809,701
197,68,5,truck,607,505,804,700
198,69,1,bus,603,504,809,700
199,69,5,truck,606,501,810,704
200,70,1,bus,605,504,811,699
201,70,5,truck,610,503,809,699
202,71,5,truck,615,504,811,698
203,72,5,truck,616,505,812,697
204,73,5,truck,617,506,812,697
205,74,1,bus,615,504,817,696
206,74,5,truck,619,505,813,696
207,74,10,car,1764,597,1918,911
208,75,1,bus,617,504,818,696
209,75,5,truck,620,505,813,695
210,75,10,car,1774,617,1901,872
211,76,5,truck,620,506,813,696
212,76,10,car,1769,614,1897,866
213,77,1,bus,618,504,818,696
214,77,5,truck,621,505,814,696
215,77,10,car,1761,626,1897,891
216,78,1,bus,620,506,816,695
217,78,5,truck,623,506,814,695
218,78,10,car,1749,626,1898,911
219,79,1,bus,622,506,817,694
220,79,5,truck,623,507,813,695
221,79,10,car,1742,626,1894,910
222,80,1,bus,621,504,815,693
223,80,5,truck,623,505,813,693
224,80,10,car,1737,627,1889,901
225,81,1,bus,624,504,816,692
226,81,5,truck,625,504,815,692
227,81,10,car,1733,628,1885,892
228,82,1,bus,625,504,817,692
229,82,5,truck,627,504,815,692
230,82,10,car,1731,630,1882,881
231,83,5,truck,631,506,815,689
232,83,10,car,1728,628,1879,867
233,84,1,bus,629,505,815,689
234,84,5,truck,632,506,814,688
235,84,10,car,1721,626,1877,862
236,85,1,bus,631,505,816,688
237,85,5,truck,634,506,815,687
238,85,10,car,1716,627,1877,859
239,86,1,bus,632,506,815,687
240,86,5,truck,634,506,814,686
241,86,10,car,1710,626,1876,853
242,87,1,bus,634,506,815,686
243,87,5,truck,635,506,813,685
244,87,10,car,1701,626,1874,852
245,88,1,bus,636,506,818,687
246,88,5,truck,637,506,816,686
247,88,10,car,1695,625,1875,848
248,89,1,bus,639,506,817,684
249,89,5,truck,639,506,816,686
250,89,10,car,1687,624,1875,845
251,90,1,bus,642,506,817,683
252,90,10,car,1681,624,1876,844
253,91,1,bus,644,506,818,683
254,91,10,car,1674,623,1878,844
255,92,1,bus,646,507,819,682
256,92,10,car,1669,621,1879,840
257,93,1,bus,648,507,819,681
258,93,10,car,1661,618,1878,836
259,94,1,bus,647,504,821,680
260,94,10,car,1657,617,1879,832
261,95,1,bus,654,506,824,678
262,95,10,car,1652,617,1878,826
263,96,1,bus,657,507,825,677
264,96,5,truck,657,507,825,678
265,96,10,car,1645,616,1878,824
266,97,1,bus,659,507,826,676
267,97,5,truck,659,507,827,677
268,97,10,car,1640,615,1880,823
269,98,5,truck,662,508,827,676
270,98,10,car,1634,614,1883,824
271,99,5,truck,664,508,827,675
272,99,10,car,1627,614,1885,825
273,100,5,truck,666,508,829,674
274,100,10,car,1618,612,1889,828
