,time,id,class,region1x,region1y,region2x,region2y
0,3,1,bus,346,475,719,799
1,3,2,car,891,579,1023,683
2,4,1,bus,352,475,723,797
3,4,2,car,892,578,1020,679
4,5,1,bus,355,472,727,796
5,5,2,car,896,578,1016,673
6,6,1,bus,363,475,728,793
7,6,2,car,903,590,1004,668
8,7,1,bus,366,473,728,789
9,7,2,car,907,578,1018,664
10,8,1,bus,377,476,734,787
11,8,2,car,922,577,1028,659
12,9,1,bus,382,478,737,787
13,9,2,car,934,575,1040,655
14,10,1,bus,390,481,740,785
15,10,2,car,949,575,1049,650
16,11,1,bus,397,482,742,782
17,11,2,car,963,575,1060,647
18,12,1,bus,404,483,742,778
19,12,2,car,972,573,1070,645
20,13,1,bus,408,482,742,774
21,13,2,car,985,572,1080,642
22,14,1,bus,413,481,744,772
23,14,2,car,995,571,1087,638
24,15,1,bus,420,484,743,768
25,15,2,car,1003,572,1092,637
26,16,1,bus,424,485,744,767
27,16,2,car,1012,572,1099,635
28,17,1,bus,428,486,743,764
29,17,2,car,1018,569,1105,632
30,18,1,bus,434,485,749,763
31,18,2,car,1027,570,1109,628
32,19,1,bus,437,486,753,764
33,19,2,car,1036,570,1116,627
34,20,1,bus,440,487,755,763
35,20,2,car,1043,570,1120,625
36,20,7,truck,441,485,752,769
37,21,1,bus,444,486,755,759
38,21,2,car,1048,569,1127,625
39,21,7,truck,444,485,752,766
40,22,1,bus,446,488,754,757
41,22,2,car,1052,568,1129,623
42,22,7,truck,446,485,752,765
43,23,1,bus,452,488,757,754
44,23,2,car,1052,568,1128,621
45,24,1,bus,455,486,762,755
46,24,2,car,1050,567,1125,619
47,25,1,bus,459,486,764,753
48,25,2,car,1050,567,1120,617
49,26,1,bus,463,486,766,752
50,26,2,car,1048,566,1117,615
51,27,1,bus,464,485,768,754
52,27,2,car,1047,566,1115,614
53,28,1,bus,469,485,770,754
54,28,2,car,1044,566,1113,614
55,28,7,truck,473,486,766,755
56,29,1,bus,475,486,772,753
57,29,2,car,1041,565,1110,613
58,29,7,truck,480,486,768,753
59,30,1,bus,479,486,775,752
60,30,2,car,1039,563,1109,611
61,30,7,truck,484,485,771,752
62,31,2,car,1038,562,1107,609
63,31,7,truck,491,485,773,749
64,32,2,car,1040,561,1106,607
65,32,7,truck,496,486,775,749
66,33,7,truck,501,487,777,747
67,34,1,bus,499,488,785,748
68,34,2,car,1033,562,1099,608
69,34,7,truck,505,488,779,748
70,35,1,bus,506,489,786,746
71,35,2,car,1032,563,1096,607
72,35,7,truck,511,488,781,746
73,36,1,bus,511,488,788,745
74,36,2,car,1031,562,1094,605
75,36,7,truck,516,488,784,744
