,time,id,class,region1x,region1y,region2x,region2y
177,48,5,truck,550,492,786,733
178,48,7,car,1163,565,1241,620
179,48,8,car,1178,580,1415,754
180,49,2,car,931,559,980,591
181,49,5,truck,553,493,785,729
182,49,8,car,1167,577,1407,753
183,50,2,car,930,557,981,591
184,50,5,truck,556,493,784,726
185,50,8,car,1157,575,1388,744
186,51,2,car,931,557,980,590
187,51,5,truck,559,495,784,724
188,51,8,car,1152,573,1375,736
189,52,2,car,931,557,979,590
190,52,5,truck,561,495,783,720
191,52,8,car,1151,574,1363,729
192,53,2,car,930,556,979,589
193,53,5,truck,560,494,784,720
194,53,8,car,1138,571,1358,732
195,54,2,car,930,556,978,589
196,54,5,truck,563,495,786,720
197,54,8,car,1133,571,1344,725
198,55,2,car,928,555,976,588
199,55,5,truck,564,494,788,720
200,55,8,car,1129,569,1331,718
201,56,2,car,929,555,975,588
202,56,5,truck,566,495,790,720
203,56,8,car,1124,568,1322,713
204,57,2,car,930,554,977,587
205,57,5,truck,569,496,792,719
206,57,8,car,1120,567,1313,709
207,58,2,car,930,554,977,587
208,58,5,truck,572,496,792,717
209,58,8,car,1117,567,1305,704
210,59,1,bus,579,502,794,709
211,59,2,car,933,555,977,586
212,59,5,truck,576,496,795,715
213,59,8,car,1115,567,1296,700
214,60,1,bus,586,512,791,703
215,60,2,car,933,555,977,586
216,60,5,truck,577,498,793,714
217,60,8,car,1112,566,1291,696
218,61,1,bus,590,514,791,701
219,61,5,truck,581,498,795,713
220,61,8,car,1108,565,1284,694
221,62,1,bus,586,506,797,704
222,62,5,truck,585,499,797,712
223,62,8,car,1105,564,1278,692
224,63,1,bus,588,506,798,703
225,63,5,truck,589,499,801,712
226,63,8,car,1105,565,1271,687
227,64,1,bus,590,504,800,703
228,64,5,truck,594,502,798,706
229,64,8,car,1108,565,1261,676
230,65,1,bus,593,504,803,703
231,65,5,truck,597,502,799,705
232,65,8,car,1102,564,1253,674
233,66,1,bus,595,504,805,703
234,66,8,car,1099,563,1249,672
235,67,1,bus,597,503,807,702
236,67,5,truck,601,500,809,707
237,67,8,car,1095,562,1240,667
238,68,1,bus,602,504,808,701
239,68,5,truck,606,503,806,702
240,69,1,bus,604,504,809,700
241,69,5,truck,606,502,810,704
242,70,5,truck,610,503,809,699
243,71,5,truck,615,504,811,698
244,72,5,truck,616,506,811,698
245,73,5,truck,617,507,811,696
246,74,5,truck,619,505,813,696
247,75,5,truck,620,506,812,695
248,76,1,bus,611,501,823,705
249,76,5,truck,620,507,812,696
250,77,1,bus,617,503,818,699
251,77,5,truck,620,505,814,696
252,78,1,bus,620,505,816,697
253,78,5,truck,622,506,813,695
254,79,1,bus,622,506,817,696
255,79,5,truck,622,507,812,695
256,80,5,truck,624,505,813,693
257,81,1,bus,625,504,817,693
258,81,5,truck,625,504,815,692
259,82,1,bus,626,504,818,692
260,82,5,truck,628,504,816,691
261,83,5,truck,632,506,815,689
262,84,1,bus,630,505,816,690
263,84,5,truck,632,506,814,688
264,85,1,bus,631,505,817,689
265,85,5,truck,635,506,815,687
266,86,1,bus,633,506,815,687
267,86,5,truck,635,507,814,686
268,87,1,bus,634,507,814,686
269,87,5,truck,635,507,814,686
270,88,1,bus,637,506,817,687
271,88,5,truck,637,506,816,687
272,89,1,bus,638,506,817,686
273,89,5,truck,639,505,817,685
274,90,5,truck,643,506,817,682
275,91,1,bus,643,506,818,684
276,91,5,truck,645,506,818,683
277,92,1,bus,645,507,819,683
278,92,5,truck,647,506,818,682
279,93,5,truck,649,507,819,681
280,94,5,truck,655,506,823,678
281,95,5,truck,659,507,825,677
282,96,5,truck,660,507,825,676
283,97,5,truck,662,508,826,675
284,98,5,truck,663,508,827,674
285,99,5,truck,666,508,828,673
286,100,5,truck,668,508,830,674
