,time,id,class,region1x,region1y,region2x,region2y
128,37,7,bus,520,488,785,743
129,37,9,car,1329,580,1669,900
130,38,2,car,934,558,993,599
131,38,3,truck,521,491,786,735
132,38,6,car,1147,561,1221,617
133,38,7,bus,526,491,780,735
134,38,9,car,1308,582,1631,874
135,39,2,car,934,558,992,598
136,39,3,truck,525,492,785,732
137,39,6,car,1145,561,1216,614
138,39,7,bus,527,488,784,737
139,39,9,car,1289,582,1599,855
140,40,2,car,935,559,990,597
141,40,3,truck,529,492,787,731
142,40,6,car,1140,560,1209,611
143,40,7,bus,527,486,786,739
144,40,9,car,1273,585,1570,839
145,41,2,car,934,559,989,596
146,41,6,car,1134,559,1200,608
147,41,7,bus,531,486,787,737
148,41,9,car,1259,585,1542,822
149,42,2,car,934,558,988,595
150,42,7,bus,532,486,789,740
151,42,9,car,1245,586,1517,808
152,43,2,car,933,557,988,594
153,43,3,truck,533,493,787,729
154,43,7,bus,536,487,788,737
155,43,9,car,1232,585,1495,795
156,44,2,car,933,557,988,593
157,44,3,truck,536,493,789,728
158,44,7,bus,538,488,788,738
159,44,9,car,1218,582,1478,786
160,45,2,car,932,558,984,593
161,45,7,bus,542,490,786,736
162,45,9,car,1205,579,1460,776
163,46,2,car,932,559,983,593
164,46,7,bus,545,492,786,735
165,46,9,car,1195,578,1443,766
166,47,2,car,933,559,982,592
167,47,7,bus,547,492,787,735
168,47,9,car,1182,578,1428,762
169,48,2,car,932,559,981,591
170,48,7,bus,551,492,786,732
171,48,9,car,1173,578,1415,756
172,49,2,car,931,558,981,591
173,49,7,bus,554,493,784,727
174,49,9,car,1165,576,1407,753
175,50,2,car,930,557,981,591
176,50,7,bus,556,494,783,725
177,50,9,car,1158,575,1388,742
178,51,2,car,930,557,980,590
179,51,7,bus,559,495,784,724
180,51,9,car,1150,573,1376,737
181,52,2,car,930,556,980,590
182,52,7,bus,562,496,784,719
183,52,9,car,1149,574,1365,730
184,53,2,car,930,556,979,590
185,53,7,bus,561,495,784,719
186,53,9,car,1138,572,1358,732
187,54,2,car,930,556,978,589
188,54,7,bus,563,496,786,720
189,54,9,car,1133,571,1344,725
190,55,2,car,930,555,977,588
191,55,7,bus,563,495,787,720
192,55,9,car,1129,570,1330,717
193,56,2,car,929,555,976,587
194,56,7,bus,566,496,790,720
195,56,9,car,1124,568,1323,713
196,57,2,car,929,554,977,587
197,57,7,bus,568,496,791,720
198,57,9,car,1119,566,1314,708
199,58,2,car,929,553,977,587
200,58,7,bus,571,495,792,717
201,58,9,car,1118,566,1305,704
202,59,3,truck,574,500,795,709
203,59,7,bus,573,495,794,716
204,59,9,car,1115,567,1296,699
205,60,2,car,932,554,978,586
206,60,3,truck,583,511,793,704
207,60,7,bus,577,497,795,715
208,60,9,car,1113,566,1290,696
209,61,2,car,932,554,977,586
210,61,3,truck,588,514,793,700
211,61,7,bus,581,498,796,713
212,61,9,car,1108,566,1283,694
213,62,3,truck,591,514,795,698
214,62,7,bus,584,498,798,712
215,62,9,car,1105,565,1278,692
216,63,3,truck,595,516,795,696
217,63,7,bus,588,499,801,713
218,63,9,car,1106,565,1271,686
219,64,7,bus,594,501,798,706
220,64,9,car,1110,565,1260,674
221,65,3,truck,592,506,805,700
222,65,7,bus,598,503,799,703
223,65,9,car,1103,564,1252,673
224,66,3,truck,594,506,807,699
225,66,7,bus,600,503,801,703
226,66,9,car,1098,563,1248,672
227,67,3,truck,593,503,810,702
228,67,7,bus,600,500,807,707
229,67,9,car,1094,562,1239,668
230,68,3,truck,597,503,811,700
231,68,7,bus,603,500,811,707
232,69,3,truck,601,504,812,700
233,69,7,bus,608,503,808,701
234,70,3,truck,603,504,814,699
235,70,7,bus,611,504,808,698
236,71,7,bus,615,504,810,697
237,72,7,bus,618,505,812,697
238,73,7,bus,618,506,812,697
239,74,3,truck,606,498,827,707
240,74,7,bus,619,505,813,696
241,75,3,truck,612,503,821,701
242,75,7,bus,620,506,813,697
243,76,3,truck,611,500,825,704
244,76,7,bus,621,506,813,696
245,77,3,truck,617,503,820,699
246,77,7,bus,622,506,814,695
247,78,3,truck,619,505,817,696
248,78,7,bus,623,507,812,695
249,79,3,truck,621,506,818,696
250,79,7,bus,624,506,812,692
251,80,7,bus,626,504,813,690
252,81,3,truck,624,505,817,692
253,81,7,bus,627,505,813,691
254,82,3,truck,626,505,818,691
255,82,7,bus,630,505,814,689
256,83,3,truck,629,506,817,690
257,83,7,bus,631,506,814,689
258,84,3,truck,631,506,817,689
259,84,7,bus,633,505,815,688
260,85,7,bus,634,505,815,687
261,86,3,truck,633,506,817,687
262,86,7,bus,635,506,815,686
263,87,3,truck,635,506,816,686
264,87,7,bus,637,506,815,686
265,88,3,truck,638,506,817,684
266,89,3,truck,640,506,817,683
267,90,3,truck,643,506,818,682
268,91,3,truck,646,507,818,681
269,92,3,truck,648,507,819,680
270,93,3,truck,649,507,819,679
271,94,3,truck,655,507,823,676
272,95,3,truck,659,507,825,675
273,96,3,truck,661,508,825,674
274,97,3,truck,663,508,826,675
275,98,3,truck,666,509,828,674
276,99,3,truck,668,509,829,673
277,100,3,truck,670,509,831,674
