,time,id,class,region1x,region1y,region2x,region2y
143,68,8,truck,605,503,807,702
144,69,1,bus,603,504,809,699
145,69,8,truck,608,504,808,700
146,70,1,bus,606,505,810,698
147,70,8,truck,610,504,808,698
148,71,1,bus,609,505,811,697
149,71,8,truck,615,504,811,696
150,72,8,truck,616,505,812,697
151,73,8,truck,617,506,813,697
152,74,8,truck,618,505,813,696
153,75,8,truck,619,506,813,695
154,76,1,bus,610,500,824,706
155,76,8,truck,620,507,813,696
156,77,1,bus,616,503,819,700
157,77,8,truck,620,506,814,696
158,78,1,bus,619,505,817,697
159,78,8,truck,622,506,814,695
160,79,1,bus,621,505,818,696
161,79,8,truck,622,507,813,695
162,80,8,truck,623,505,812,693
163,81,1,bus,625,505,817,693
164,81,8,truck,625,505,814,692
165,82,1,bus,626,505,818,692
166,82,8,truck,628,504,816,692
167,83,8,truck,631,506,815,690
168,84,1,bus,629,505,816,690
169,84,8,truck,631,506,814,689
170,85,1,bus,631,506,817,689
171,85,8,truck,634,507,814,687
172,86,1,bus,632,506,815,687
173,86,8,truck,634,507,813,686
174,87,1,bus,633,507,815,686
175,87,8,truck,635,507,813,686
176,88,1,bus,636,507,816,686
177,88,8,truck,637,507,815,686
178,89,1,bus,638,506,817,685
179,89,8,truck,639,506,816,685
180,90,1,bus,640,506,817,684
181,90,8,truck,642,506,817,683
182,91,1,bus,643,506,818,683
183,91,8,truck,643,506,817,683
184,92,1,bus,645,507,818,682
185,92,8,truck,645,506,818,682
186,93,8,truck,648,506,819,681
187,94,8,truck,650,506,819,679
188,95,8,truck,656,506,823,677
189,96,8,truck,659,507,824,676
190,97,8,truck,660,507,826,676
191,98,8,truck,663,508,826,675
192,99,8,truck,665,508,827,674
193,100,8,truck,667,508,829,674
