,time,id,class,region1x,region1y,region2x,region2y
0,3,2,car,893,579,1022,682
1,3,3,truck,343,473,721,800
2,4,2,car,893,577,1020,678
3,4,3,truck,350,474,724,797
4,5,2,car,896,578,1016,673
5,5,3,truck,353,472,728,797
6,6,2,car,903,588,1007,669
7,6,3,truck,362,474,730,793
8,7,2,car,906,589,1005,666
9,7,3,truck,365,473,728,788
10,8,2,car,908,578,1011,659
11,8,3,truck,374,476,734,789
12,9,2,car,907,575,1008,654
13,9,3,truck,382,478,738,787
14,9,6,car,1545,631,1812,1079
15,10,2,car,905,571,1010,652
16,10,3,truck,388,481,739,786
17,10,6,car,1507,610,1764,1016
18,10,7,bus,390,481,736,787
19,11,2,car,909,569,1011,648
20,11,3,truck,395,481,743,784
21,11,6,car,1429,594,1657,934
22,11,7,bus,397,481,741,786
23,12,2,car,907,568,1007,644
24,12,3,truck,402,481,746,781
25,12,6,car,1352,584,1553,865
26,12,7,bus,404,481,741,779
27,13,2,car,913,570,1006,641
28,13,3,truck,408,482,748,778
29,13,6,car,1295,584,1467,810
30,13,7,bus,408,482,740,776
31,14,2,car,913,567,1009,640
32,14,3,truck,411,480,747,774
33,14,6,car,1250,577,1408,773
34,14,7,bus,413,480,743,773
35,15,2,car,914,569,1003,636
36,15,3,truck,417,481,749,772
37,15,6,car,1211,574,1363,754
38,15,7,bus,419,482,743,770
39,16,2,car,913,565,1002,633
40,16,6,car,1187,572,1324,728
41,16,7,bus,423,482,744,768
42,17,2,car,913,566,999,630
43,17,6,car,1160,567,1294,713
44,17,7,bus,425,481,748,769
45,18,2,car,915,566,997,627
46,18,6,car,1143,566,1269,698
47,18,7,bus,431,482,752,769
48,19,2,car,916,567,996,627
49,19,6,car,1124,565,1248,689
50,19,7,bus,437,484,753,767
51,20,2,car,916,566,995,626
52,20,6,car,1119,564,1232,674
53,20,7,bus,438,484,757,769
54,21,2,car,918,566,993,623
55,21,6,car,1105,564,1215,669
56,21,7,bus,444,486,752,760
57,22,2,car,919,566,992,621
58,22,6,car,1093,563,1200,663
59,22,7,bus,449,488,751,756
60,23,2,car,921,566,991,618
61,23,6,car,1084,562,1187,657
62,23,7,bus,452,489,753,755
63,24,2,car,922,565,991,617
64,24,6,car,1075,560,1174,649
65,24,7,bus,457,488,758,754
66,25,2,car,922,565,990,615
67,25,6,car,1070,558,1168,645
68,25,7,bus,460,487,760,754
69,26,2,car,923,565,990,614
70,26,6,car,1062,556,1160,641
71,26,7,bus,465,487,762,752
72,27,2,car,924,564,990,612
73,27,3,truck,463,487,766,755
74,27,6,car,1059,556,1152,635
75,27,7,bus,468,488,763,750
76,28,2,car,924,563,989,610
77,28,3,truck,470,485,769,755
78,28,6,car,1057,555,1143,628
79,28,7,bus,471,486,768,753
80,29,2,car,924,563,988,609
81,29,3,truck,477,486,771,754
82,29,6,car,1054,555,1134,622
83,29,7,bus,477,486,771,754
84,30,2,car,924,563,988,608
85,30,3,truck,484,485,773,753
86,30,6,car,1050,555,1128,620
87,30,7,bus,482,485,775,753
88,31,2,car,923,561,989,607
89,31,3,truck,488,485,776,752
90,31,6,car,1045,553,1124,618
91,31,7,bus,488,485,775,750
92,32,2,car,924,560,989,606
93,32,6,car,1041,552,1119,616
94,32,7,bus,494,487,777,748
95,33,2,car,924,561,989,607
96,33,6,car,1038,553,1113,614
97,33,7,bus,500,489,778,748
98,34,2,car,928,561,992,605
99,34,6,car,1033,553,1102,609
100,34,7,bus,503,488,781,749
101,35,2,car,930,561,992,604
102,35,7,bus,508,489,783,748
103,36,2,car,930,557,994,603
104,36,3,truck,512,487,787,745
105,36,7,bus,514,487,785,745
106,37,2,car,931,556,994,601
107,37,3,truck,516,487,789,743
108,37,7,bus,518,487,786,743
109,38,2,car,935,558,993,599
110,38,3,truck,522,487,786,738
111,38,7,bus,523,487,785,739
112,39,2,car,934,558,991,598
113,39,3,truck,525,488,787,738
114,39,7,bus,528,491,782,734
115,40,2,car,935,560,990,597
116,40,3,truck,529,488,789,736
117,40,7,bus,527,488,786,738
118,41,2,car,934,559,989,596
119,41,3,truck,530,487,789,738
120,41,7,bus,530,487,788,738
121,42,2,car,934,559,988,595
122,42,3,truck,533,487,791,736
123,42,7,bus,532,486,790,739
124,43,2,car,933,557,988,594
125,43,3,truck,535,488,788,736
126,43,7,bus,536,488,788,737
127,44,2,car,934,557,988,593
128,44,3,truck,538,488,790,735
129,44,7,bus,538,490,787,736
130,45,2,car,932,558,984,593
131,45,7,bus,540,490,787,736
132,46,2,car,932,560,983,593
133,46,7,bus,545,492,787,734
134,47,2,car,933,560,982,592
135,47,7,bus,546,491,788,735
136,48,2,car,933,560,981,591
137,48,7,bus,549,492,788,733
138,49,2,car,932,560,980,591
139,49,7,bus,552,492,786,729
140,50,2,car,931,558,980,591
141,50,7,bus,554,493,786,726
142,51,2,car,931,558,980,590
143,51,7,bus,558,494,786,724
144,52,2,car,930,556,979,590
145,52,7,bus,558,493,784,720
146,53,2,car,930,556,978,589
147,53,7,bus,558,493,785,721
148,54,2,car,930,556,978,589
149,54,7,bus,561,494,788,721
150,55,2,car,930,555,977,588
151,55,7,bus,563,494,788,720
152,56,7,bus,565,495,790,720
153,57,2,car,930,555,977,587
154,57,7,bus,569,496,792,719
