,time,id,class,region1x,region1y,region2x,region2y
0,3,1,car,888,583,1031,697
1,3,2,bus,212,461,681,851
2,4,1,car,890,584,1031,696
3,4,2,bus,169,454,665,867
4,5,1,car,888,585,1028,695
5,5,2,bus,109,445,652,897
6,6,1,car,886,582,1027,695
7,6,2,bus,46,441,630,926
8,7,1,car,885,582,1026,694
9,7,2,bus,-9,427,633,962
10,8,1,car,885,582,1026,695
11,8,2,bus,-63,408,659,1017
12,9,1,car,889,582,1030,694
13,9,2,bus,-101,392,672,1057
14,10,1,car,893,584,1030,692
15,10,2,bus,-122,385,669,1080
16,11,1,car,892,583,1032,693
17,11,2,bus,-145,350,672,1090
18,12,1,car,893,583,1031,692
19,12,2,bus,-187,340,669,1115
20,13,1,car,894,582,1031,689
21,13,3,bus,-26,343,506,1080
22,14,1,car,894,580,1031,688
23,14,3,bus,-43,355,477,1080
24,15,1,car,895,580,1030,687
25,15,3,bus,-69,342,453,1080
26,16,1,car,892,580,1026,686
27,16,3,bus,-90,351,414,1078
28,17,1,car,890,579,1024,686
29,17,3,bus,-98,400,361,1079
30,18,1,car,890,578,1023,683
31,18,3,bus,-116,411,335,1079
32,19,1,car,889,577,1023,684
33,20,1,car,889,577,1023,684
34,21,1,car,889,578,1022,684
35,22,1,car,891,580,1019,681
36,23,1,car,892,579,1018,679
37,24,1,car,891,579,1019,680
38,25,1,car,894,583,1017,679
39,26,1,car,892,579,1019,678
40,27,1,car,892,578,1019,678
41,28,1,car,891,576,1020,678
42,29,1,car,900,578,1011,663
43,30,1,car,896,581,1015,671
44,31,1,car,896,581,1016,672
45,32,1,car,901,580,1021,671
46,33,1,car,902,580,1021,671
47,34,1,car,901,580,1024,673
48,35,1,car,901,575,1025,669
49,36,1,car,902,576,1025,670
50,37,1,car,909,578,1020,662
51,38,1,car,903,572,1026,665
52,39,1,car,904,573,1024,664
53,40,1,car,905,572,1025,664
54,41,1,car,904,573,1023,663
55,42,1,car,903,572,1023,663
56,43,1,car,905,573,1022,662
57,44,1,car,905,572,1022,661
58,45,1,car,905,572,1021,661
59,46,1,car,910,576,1016,656
60,47,1,car,911,578,1014,655
61,48,1,car,912,578,1013,654
62,49,1,car,905,575,1012,655
63,50,1,car,901,573,1012,656
64,51,1,car,901,573,1010,655
65,52,1,car,902,574,1009,654
66,53,1,car,901,574,1010,655
67,54,1,car,901,574,1010,654
68,55,1,car,901,574,1009,654
69,56,1,car,900,574,1010,656
70,57,1,car,900,574,1010,656
71,58,1,car,900,574,1010,656
72,59,1,car,898,572,1012,657
73,60,1,car,900,574,1011,657
74,61,1,car,900,574,1011,657
75,62,1,car,901,573,1012,656
76,63,1,car,900,571,1013,656
77,64,1,car,902,572,1011,654
78,65,1,car,905,570,1015,653
79,66,1,car,906,570,1016,653
80,67,1,car,907,572,1015,653
81,68,1,car,906,570,1017,654
82,69,1,car,906,569,1017,654
83,70,1,car,908,569,1018,651
84,71,1,car,910,569,1017,649
85,72,1,car,909,568,1019,650
86,73,1,car,911,569,1018,649
87,74,1,car,910,569,1017,649
88,75,1,car,910,570,1015,649
89,76,1,car,910,572,1014,649
90,77,1,car,910,572,1013,649
91,78,1,car,910,572,1011,648
92,79,1,car,910,572,1011,647
93,80,1,car,908,572,1009,646
94,81,1,car,906,572,1008,646
95,82,1,car,905,572,1007,646
96,83,1,car,903,572,1006,647
97,84,1,car,900,570,1006,647
98,85,1,car,901,571,1006,647
99,86,1,car,902,571,1004,645
100,87,1,car,905,573,1002,643
101,88,1,car,907,573,1002,642
102,89,1,car,908,573,1002,641
103,90,1,car,908,572,1003,640
104,91,1,car,908,572,1004,642
105,92,1,car,908,570,1005,641
106,93,1,car,909,572,1004,641
107,94,1,car,909,572,1004,641
108,95,1,car,910,574,1003,641
109,96,1,car,909,572,1004,641
110,97,1,car,912,571,1007,640
111,98,1,car,913,571,1008,639
112,99,1,car,913,570,1008,639
113,100,1,car,915,572,1008,639
