,time,id,class,region1x,region1y,region2x,region2y
182,87,6,truck,636,507,813,686
183,88,1,bus,635,507,815,685
184,88,6,truck,638,506,815,686
185,89,1,bus,639,506,817,684
186,89,6,truck,641,506,816,684
187,89,8,car,1747,791,1909,1080
188,90,1,bus,640,506,818,683
189,90,6,truck,643,506,816,683
190,90,8,car,1719,727,1917,1080
191,91,1,bus,643,507,819,684
192,91,6,truck,645,507,817,684
193,91,8,car,1700,699,1914,1080
194,92,1,bus,644,507,820,683
195,92,6,truck,647,507,818,683
196,92,8,car,1692,702,1906,1080
197,93,6,truck,649,507,819,681
198,93,8,car,1680,694,1901,1080
199,94,6,truck,651,507,819,679
200,94,8,car,1670,699,1893,1080
201,95,6,truck,656,507,822,677
202,95,8,car,1659,689,1891,1080
203,96,1,bus,657,508,826,678
204,96,6,truck,659,508,824,677
205,96,8,car,1645,674,1890,1080
206,97,1,bus,659,508,827,677
207,97,6,truck,661,508,825,676
208,97,8,car,1632,660,1891,1080
209,98,6,truck,663,508,826,675
210,98,8,car,1622,662,1886,1080
211,99,6,truck,664,508,826,674
212,99,8,car,1610,657,1884,1080
213,100,6,truck,667,508,828,674
214,100,8,car,1600,657,1881,1080
