,time,id,class,region1x,region1y,region2x,region2y
0,3,1,car,892,579,1022,682
1,3,2,bus,394,480,740,781
2,3,3,truck,394,479,744,783
3,4,1,car,893,577,1020,678
4,4,2,bus,413,481,748,773
5,4,3,truck,406,480,750,779
6,5,1,car,896,578,1016,673
7,5,2,bus,438,485,755,761
8,5,3,truck,434,484,759,767
9,6,1,car,904,589,1006,669
10,6,2,bus,457,488,761,753
11,6,3,truck,451,486,766,761
12,7,1,car,906,589,1005,665
13,7,2,bus,469,488,774,754
14,7,3,truck,467,487,776,757
15,8,1,car,908,579,1010,658
16,8,2,bus,486,489,782,749
17,8,3,truck,486,488,780,746
18,9,1,car,907,576,1008,653
19,9,3,truck,501,488,790,744
20,10,1,car,905,570,1010,651
21,10,2,bus,510,489,795,741
22,10,3,truck,513,489,794,740
23,11,1,car,909,569,1012,648
24,11,2,bus,523,491,798,736
25,11,3,truck,525,491,796,736
26,12,1,car,908,569,1007,644
27,12,2,bus,538,492,805,731
28,12,3,truck,537,492,799,731
29,13,1,car,914,570,1006,640
30,13,3,truck,551,494,803,725
31,14,1,car,914,568,1009,639
32,14,2,bus,565,499,805,715
33,14,3,truck,564,496,805,719
34,15,1,car,914,569,1003,636
35,15,2,bus,580,506,803,708
36,15,3,truck,576,499,804,711
37,16,1,car,913,566,1001,633
38,16,2,bus,594,508,808,702
39,16,3,truck,588,502,803,703
40,17,1,car,913,566,999,630
41,17,3,truck,598,504,806,699
42,18,1,car,914,566,998,628
43,18,3,truck,607,505,809,695
44,19,1,car,916,567,997,627
45,19,3,truck,615,507,813,693
46,20,1,car,916,567,995,626
47,20,3,truck,622,508,816,691
48,21,1,car,918,567,993,623
49,21,2,bus,626,510,822,690
50,21,3,truck,629,509,819,689
51,22,1,car,920,567,993,620
52,22,2,bus,636,511,826,686
53,22,3,truck,635,508,822,687
54,23,1,car,920,566,991,618
55,23,3,truck,642,508,823,684
56,24,1,car,921,566,991,617
57,24,3,truck,647,508,823,680
58,25,1,car,921,566,990,616
59,25,3,truck,656,507,827,676
60,26,1,car,922,565,991,614
61,26,3,truck,664,507,831,672
62,27,1,car,922,564,990,613
63,27,3,truck,671,508,834,670
64,28,1,car,923,563,989,610
65,28,3,truck,677,508,837,668
66,29,1,car,924,563,989,609
67,29,2,bus,676,509,844,666
68,29,3,truck,682,509,839,666
69,30,1,car,923,563,989,608
70,30,2,bus,683,509,847,663
71,30,3,truck,690,509,840,659
72,31,1,car,922,561,989,607
73,31,3,truck,698,509,844,657
74,32,1,car,923,560,989,606
75,32,3,truck,703,510,846,655
76,33,1,car,924,561,989,606
77,33,3,truck,708,511,849,654
78,34,1,car,928,562,991,605
79,34,3,truck,712,512,850,653
80,35,1,car,930,562,992,604
81,35,2,bus,710,512,856,654
82,35,3,truck,715,513,852,653
83,36,1,car,931,558,994,602
84,36,2,bus,717,513,858,652
85,36,3,truck,721,513,855,651
86,37,1,car,932,558,994,600
87,37,2,bus,722,514,860,651
88,38,1,car,935,559,992,598
89,38,2,bus,728,512,861,646
90,39,1,car,934,559,993,598
91,39,2,bus,734,512,864,644
92,40,1,car,935,560,991,596
93,40,2,bus,736,512,864,643
94,41,1,car,934,559,990,596
95,41,2,bus,738,512,864,642
96,42,1,car,935,559,989,595
97,42,2,bus,742,512,865,640
98,43,1,car,933,557,989,594
99,43,2,bus,745,513,865,638
100,44,1,car,933,557,989,593
101,44,2,bus,747,513,865,637
102,45,1,car,931,558,984,593
103,45,2,bus,749,514,865,636
104,45,3,truck,748,515,865,636
105,46,1,car,932,560,983,592
106,46,2,bus,753,515,866,634
107,46,3,truck,751,516,865,635
108,47,1,car,933,560,982,591
109,47,3,truck,753,516,864,634
110,48,1,car,932,560,980,591
111,48,3,truck,759,517,866,632
112,49,1,car,930,560,979,591
113,49,3,truck,762,518,867,631
114,50,1,car,930,558,980,591
115,50,3,truck,764,519,867,631
116,51,1,car,930,558,979,590
117,51,3,truck,766,520,866,629
118,52,1,car,929,556,979,590
119,52,3,truck,769,521,866,627
120,53,1,car,929,556,979,589
121,53,2,bus,768,523,865,626
122,53,3,truck,770,522,865,625
123,54,1,car,928,555,978,589
124,54,2,bus,771,524,866,625
125,54,3,truck,772,522,867,624
126,55,1,car,927,554,976,588
127,55,3,truck,776,523,867,622
128,56,1,car,928,555,975,587
129,56,2,bus,773,522,867,623
130,56,3,truck,776,523,866,621
131,57,1,car,929,554,976,587
132,57,2,bus,777,522,869,622
133,57,3,truck,777,522,869,622
134,58,1,car,931,553,977,586
135,58,2,bus,779,522,870,621
136,58,3,truck,779,522,870,622
137,59,1,car,932,554,978,586
138,59,3,truck,780,522,870,621
139,60,1,car,933,554,978,586
140,60,2,bus,783,523,874,622
141,60,3,truck,783,522,873,621
142,61,1,car,934,555,978,586
143,61,2,bus,785,523,875,621
144,61,3,truck,785,522,874,621
145,62,1,car,935,555,978,586
146,62,3,truck,788,522,875,620
147,63,1,car,934,553,978,584
148,63,3,truck,790,522,877,620
149,64,1,car,936,553,977,583
150,64,3,truck,793,518,880,619
151,65,1,car,936,553,977,582
152,65,3,truck,799,519,883,616
153,66,2,bus,799,520,887,617
154,66,3,truck,801,519,886,616
155,67,2,bus,802,520,889,616
156,67,3,truck,803,519,888,615
